labels,sentences
1,情绪 反复 不 有时候 动 都 不想 动 躯体 化 难受 不 明明 心事 没什么 不 开心 有时候 特别 兴奋
1,生活 一摊 死水 上海 通勤 时间 真的 太久 未来 变好 先过 好
1,都 睡 下午 时间 调整 半小时 前 吃 药 坐等 药效 发挥 都 会 刷 超话 很多 患者 年纪 都 很小 停学 很 久 庆幸 高一 那年 吞药 救急 洗胃 病 不 学生 身体 情况 下 希望 读 环境 都 脱离 久 回去 圈子 没 高考 分数线 都 动 好 喜欢 理工科 推荐 我念过 学校 南航 西工大 清华北大 不 说 活好 完 后 两张 图是 器官 捐献 器官 都 捐 跳楼 原因 希望 一个 形式 延续 生命
1,好 绝望 感觉 跌入 抑郁 深渊 手里 工资 不吃不喝 一年 攒 不到 钱 老爹 买烟 占 支出 中 大头
1,好 矛盾 老 父母 说 想 快点 离家 上班 一个 人 外面 想 回家 每次 都 摇摆不定
1,很 沉默 不想 说话
1,很 想要 疯掉 不用 世俗 条条框框 围住
1,换 药 没 难受 这药 还 副作用 开心
1,暴饮暴食 随之而来 便是 疯狂 呕吐 很累 很 累 累到 都 不想 写
1,老是 无故 发笑 明明 想 哭 疯
1,都 忘记 吃药 很 难过 想 找 妈妈 说 真怕 担心 马上 都 回家 很 难过 选择 路 好像 走 不通 很 难过 神明 会 偶尔 偏爱 一点
1,都 浑浑噩噩 不 减药 复发 药 加回去
1,感觉 人生 只 如初 见
1,躯体 化 比较严重 行程 计划 好 走 不 风景 很 开心 很 开心 一个 人 吹 吹风 马来西亚
1,入睡 困难 多梦 心慌 呼吸 难受 感觉 喉咙 里 东西 饿 百度 吓人 不
1,上学 情绪 波动 好大 很 害怕 随时随地 会 发作 害怕 缺课 不 缓解
1,晚上 回到 家 暴饮暴食 吃 吐
1,晚上 入睡 困难 昨天晚上 一点半 才 睡着 睡觉 感觉 胳膊 酸疼 难受 不 舒服 起床 浑身 疼
1,最 难过 心理咨询 老师 不 感觉 上瘾 很 想 找 人 说一说 那种 好像 迸发 难受 嗓子 噎 难受 马上 哭
1,最 讨厌 别人 说 幼稚 说 太 年轻 说 都 不 懂 说 小孩儿 插 嘴 努力 表现 出 成熟 样子 做 很多 事 确实 很 幼稚 睡 前 废话
1,昨天 药腕 没成 还 洗胃 挂 仨 吊瓶 放过
1,昨天 心理咨询 太 在意 看法 害怕 团队 合作 提意见 说 没关系 会 很 紧张 乖孩子 老师 聊 很多 家里人 事情 老师 很 安静 听 从来不 说 说 感觉 人 好 老师 说 关心 关心 最先 想到 别人 想不到 感觉 可有可无 想要 好好 活下去
1,昨天 凌晨 梦里 哭
1,昨天 去 诊 吃 两粒 茶苯海 明片 半片 艾司唑仑 晕车 焦虑 收获 满满 石家庄 杏林 门诊部 石家庄 杏林 门诊部
1,昨天 去 拿药 不想 吃药 好 贵 好 贵 点 541 很烦 烦 听到 药费 想 不想 治 爸爸 增加 负担 不想 治疗 是因为 听到 爸爸 小声 说 好好 吃药 小孩 管得 打电话 听 不 太 语气 中 听 出 生病 事情 不 好烦 好 累
1,昨天 一整天 真的 太 折腾 人 头疼 一整天 晚上 真的 不该 喝酒 本来 胃 不好 更差 拉 晚上 肚子 听到 酒 字 想 吐
1,昨天 惊恐 发作 弄伤 还 请 家长 好像 签 3 张 处分 通知书 段时间 真的 很 难熬 2 月底 不 感谢 老师 不 感谢 劝住 再次 弄伤 接受 不了 请 家长 去 谈话 话 里 说 学生 平时 发作 脑子 不 太 在家 休息 很 枯燥 小狗 陪 枯燥
1,昨晚 梦里 哭哭 很 伤心 醒来 会 痛苦 也许 那句 台词 说 接受 去 几个 景点 游览 想家 感觉 好 回到 家 仿佛 回到 抑郁 阴霾 压抑着 困住 至少 平静 些 马来西亚
1,佐匹 克隆 阿普唑仑 贵
1,坐车 靠窗 走路 带 耳机 变得 越来越 不爱 说话 不想 社交 不想 聊天 整天 瞎 想 不 会 活成
1,坐立不安 度 秒 如年
1,坐在 床上 视角 时不时 会 出 一个头 盯
1,做人 真 难
1,吐槽 住院 住 一个多月 刚 出院 休息 两天 后 公司 立马 去 上班 感觉 痛苦 上刑 身体 不 舒服 呼吸困难 心跳 过速 真的 很 难受
1,不 不想 好 不 希望 会 好
1,吃 一堆 药
1,病 偏偏 偏偏 4 次 住院 吃 15 种药 依旧 死亡 念头 依旧 很多 糟糕 负面 情绪 依旧 想 生活 都 很 困难 真的 好 难受 好 绝望
1,确诊 转 双相 后 14 颗药 最 痛苦 药物 副作用 暴饮暴食
1,好几个 月 没 睡 好 住院 一个月 医生 调药 后 吃 药 一共 14 颗 终于 睡个 好觉
1,一年 一年 都 吃不完 药 都 吃 多久 药 吃 5 年
1,有没有 做过 家 想 聊 治疗 做 完后 情绪 变得 平静 忘记 好些 事情
1,住院 中 昨天晚上 隔壁 床 阿姨 想要 加害 想要 杀
1,15 岁 孙子 重度 抑郁 爷奶 掏 钱 帮治 二十元 都 买 不了 一盒 国产 舍曲林 吃 一年 药 阿戈 美拉 一盒 就要 一百 五
1,1 米 83 自卑 女孩 穿 汉服 找回 自信 太高 自卑 自卑 屁
1,2018 目标 表情符号 握拳 手势 战胜 抑郁 表情符号 女子 举重 再 减掉 53 磅 表情符号 舞者 做 有氧 运动 表情符号 弯曲 二头肌 变得 更 强壮 肌肉 更 紧致 表情符号 比基尼 今年夏天 穿 比基尼 表情符号 跑步 女子 十月 跑 5 公里 表情符号 紫心 勋章 更 爱心 表情符号 命中 项目 表情符号 禁止 吸烟 符号 戒烟 表情符号 伸出 中指 反手 证明 怀疑 人 都 错
1,2024 年 第一条 微博 心情 差出 一个 新 高度 伏硫西 汀 管点
1,365 36 天 昨天 情绪 中 恢复过来 参加 1 课程 棒 学习 对抗 焦虑 抑郁 强迫症 希望 都 做 事情
1,525 心理健康 日 我活 孟夏 第一 滴雨 中 我活 第一口 冰凉 杨枝 甘露 中 我活 沏 好 透亮 藕粉 中 我活 温软 被子 抱 枕 中 我活 爱 人 眼神 中 我活 刚刚 写 微黄 纸 漆黑 文字 中 我活 滚烫 眼泪 狭紧 拥抱 中 我活 颓靡 凄苦 音乐 剜 心 附骨 诗歌 中 我活 早晨 吃 下 舍曲 林里 我活 写字 时 发抖 手指 里 我活 惊恐 发作 时 漏掉 心跳 里 我活 睡 前 掌心 几粒 劳 拉西 泮里 我活 忘不掉 回忆 里 我活 醒 不来 梦魇 里 我活 看不见 看得见 禁锢 里 我活 触 不到 阳光 里 我活 现实 断壁残垣 里 我活 梦里
1,智慧 却 心 理解 抑郁症 说 瘾君子
1,到底 想干什么 一个 无辜 年轻 女性 抑郁 疾病 世界 外星人 毁灭 世界 会 人 变得 混乱 无情 不择手段
1,服用 抗抑郁 药物 讨厌 4 年 比作 连环 杀手 没 做 照顾 心理健康 做错
1,无论是 精神疾病 抑郁症 上 假醒 艺术家 辩护 保持沉默 不 辩护 老实 说 真 可耻
1,抑郁症 开玩笑 网友 不 支持 反而 拖 后腿 真 丢脸 样
1,住 性别 大 年纪 穿 上 一双 跑鞋 抵御 抑郁 第一步 来自 伦敦 国王 学院 一个 国际 研究 小组 来到 27
1,询问 种 菌株 有助于 缓解
1,通往 心理健康 护理 流畅 获取 无与伦比 自动扶梯 24 00
1,一生 都 抑郁症 作 斗争 别人 过得 轻松 彩虹 放屁 永远 永远 只 唱 积极向上 曲调 找到 一种 目标 享受 生活 方式
1,波妞要 野蛮 生长 视频 一个 重度 焦虑症 患者 自救 已 康复 抑郁症 焦虑症
1,鼠鼠 文学 视频 生活 只 剩下 上班 下班 抑郁症
1,听到 11195 标记 物来 治疗 炎症 抑郁症 有趣 阅读 更 相关 信息
1,肩部 推举 军事 推举 一个 01
1,感觉 很 好 事情 都 感到 沮丧 感觉 做 一切都是 别人 浪费 时间 欣赏 经历 心理健康
1,兄弟姐妹 虐待 幸存者 康复 4 252
1,311 感觉 3
1,寻找 此类 关联 大规模 研究 一系列 基因 基因 发生 突变 会 患 抑郁症 焦虑症 风险 1 2 重度 抑郁症 名单 还 增加 基因 发挥作用
1,超过 120 美国 儿童 青少年 患有 焦虑症 抑郁症 22
1,这是 一场 日常 作 斗争
1,2 13 集从 听听 讲述 克服 抑郁症 创办 健身 公司 请 此处 收听 2
1,对抗 焦虑 抑郁 表情符号 双手 合十 人 中等 深色 肤色 99
1,来自 超过 6000 万 美国 人 睡眠 障碍 影响 21 慢性 失眠 睡眠 障碍 导致 身心健康 抑郁 64
1,来自 消极思想 破坏性 情绪 会 生活 带来 痛苦 不 快乐 沮丧 悲惨 21 解决 流行病 3
1,一个 7 讲述 亚伯拉罕 林肯 抑郁症 斗争 儿童读物 中 涉及 主题 书籍 287
1,月 儿童心理 健康 周请 5 月 3 日 美国 东部 时间 下午 3 点 青少年 抑郁症 聊天 专家 回答 关注 对话 235 3
1,应用程序 旨在 护理人员 识别 围产期 抑郁症 1
1,纪念 儿童心理 健康 宣传周 美国 国家 心理健康 研究所 举办 聊天 讨论 青少年 抑郁症 聊天 5 月 3 日 星期四 下午 3 点至 4 点 关注 参与 对话
1,预防 发作 43
1,损害 大脑 发育 原因 导致 脆弱性 风险 发展 包括 焦虑 抑郁 自杀 暴力 创伤
1,治疗 抑郁症 剂量 体重增加
1,42
1,真的 一种 选择 简单 不再 想要 噗 一声 好了吗
1,真的 一种 选择 简单 不再 想要 噗 一声 好了吗
1,疗法 一种 治疗 选择 兴趣 更 信息 适合 请 办公室 2055895251321719
1,疗法 一种 治疗 选择 兴趣 更 信息 适合 请 办公室 1492539724205071
1,25 治疗 强烈推荐 药物 购买 25 74
1,认可 活要 而活 7
1,哈佛大学 公共卫生 学院 发现 至少 喝 四杯 咖啡 女性 患 抑郁症 风险 降低 20
1,快乐 表情符号 风中 飘扬 树叶 研究 园艺 治疗 大有裨益 还 收获 增强 治疗 性 食物 土壤 中 微生物 泥土 快乐 27
1,快乐 缓解 抑郁 焦虑 高血压 症状 访问 网站 阅读 研究 资源 页面 在线 预约 下 就诊
1,患有 抑郁症 孩子 支持
1,5 老年 瑜伽 缓解 虚弱 压力 抑郁 老年人 提供 日常 瑜伽 2
1,悲伤 哭泣 爸爸 永远 理解 第三个 孩子
1,悲伤 例外 悲伤 抑郁 方式 对待 变化 343
1,成年人 崩溃 生病 上班 生病 死循环
1,春日 雨 生活 小记 平时 看起来 还 挺 会 人 说 笑 乌云 笼罩 低气压 海 海上 小舟 上 沉浮 有时候 阳光 会 透进来 有时候 风浪 沉入 海里 总会 回到 小舟 上 新 起点 都 漂到 一个 春暖花开 安稳 地方 一场 足以 摧毁 快乐 灾难 一场 龙卷风 带 回到 心海下 眼泪 大脑 全是 乌云 药物 只能 止住 暴风雨 还 太阳
1,大地 磁暴 有人 自称 失眠 头疼 抑郁症 几天 睡得 还行 做 噩梦
1,付国豪 病故 希望 讣告 写 病故
1,付国豪 抑郁症 病故 这条 热 搜 很 惋惜 很 感动 很 欣慰 抑郁症 病故 病故 身亡 抑郁症 一种 病 谢谢 病故 两个 字
1,复诊 小 日记 1024 带 病友 去 去 迟 没 加上 号 挺 对不起 张颖 实话实说 状态 确实 不太好 整天 想着 告诉 还 普鲁卡因 还 看 手腕 问 上课 时间 感觉 一点点 想 住院 说 在家 都 感觉 不 我怕 这次 买 普鲁卡因 下次 氯化钾 张颖 倒 说 氯化钾 死 损伤 肾功能 问 提 想 住院 时差 拒绝 没 地方 上课 注射器 刀片 普鲁卡因 交给 父母 否决 死 痛快 下次 交给 会 上交 会 再 买 新 买 留置 针 都 还 路上 提了 吃 减肥药 不 建议 控制 饮食 运动 白问 没 太 建议 实在 不行 久加 二分之一 喹 硫平 四分之一 药物 真的 有用吗 朋友 去 天目 里 吃了饭 18 号 酒馆 环境 不错 味道 还 小贵 适合 出片 29 号 存款 证明 钱 能动 足够 好 几天 避开 父母 凌晨 溜出去 还 几天 不 发现 想 不好 关心 怕 担心 努力 隐藏 不想 担心 到底 错
1,复诊 小 日记 717 周一 拖 上午 去 七院 记得 聊 很多 都 忘 感觉 情绪 好 一点 问 还 去 读 心理学 印象 深 竟然 说 尽量 留在 欧洲 心理学 就业 更好 的确 父母 好 反正 去 走 一步 算 一步 说 生活 挺 喜欢 下午 浙一 三个 科室 中午 吃 完 吐 上周末 吐 很 厉害 临时 再 看 加号 找 好几个 专家 都 不 求 都 拒绝 真的 好 崩溃 幸好 一个 加上 去 付钱 门诊 大厅 那吐 一地 麻烦 扫地 阿姨 帮 看 垂体 挂 垂体 专科 没 科室 白等 很 久 好 医生 说 没大 定期 复查 眼科 验 光 没 目的 回 门诊 楼 医生 说 情况 建议 胃镜 刚 开 全麻 受不了 爸妈 陪 付 完钱 赶紧 去 预约 最早 下周一 上午 止吐药 无力 吐槽 颗粒 干吞 石灰 放 嘴里 黏 口腔 壁上 咽不下 去 疯狂 喝水 药 味道 很 奇怪 明明 止吐药 干吐 不 懂 小日子 做出 药 今天下午 去 粪 检做 简直 不想 第二次 医院 厕所 超臭 好不容易 采样 完去 说 留 两份 两个 检查 当众 粪便 一分为二 手套 手抖 不行 真的 太 等待 周一 胃镜
1,复诊 小 日记 75 回国 后 每周三 都 精神病院 大半 时间 医院 跑 明天 还要 七点 半到 医院 抽血 下午 四点 抽血 赶紧 打车 去 医院 幸好 手机 上 提前 取 号 刚好 轮到 张颖 说 一所 肯定 能进 学校 拒 纠结 去不去 读书 去 读 怕 没法 毕业 都 看直 聘问 拿到 专业 心理学 安慰 再 申请 学校 说 想 做 厨师 学 烹饪 小时候 梦想 中考 想着 没考 进重 高 去 学 烹饪 折腾 无论怎样 都 支持 选择 都 考上 重高 毕业 不待家 出国 只能 选择 读书 坦白 自残 状态 很差 很 冲动 自暴自弃 周四 跳楼 想法 身体 周六 妈妈 吵架 去 酒吧 晚上 没 回家 说 不 回国 真的 回国 后 不 顺利 布达佩斯 感冒 都 提到 钱 说 爸妈 乱花钱 回国 半个 月 医疗 费用 近 四千 颖姐 居然 还 我爸 开 公司 都 打工 医疗费 很 惊讶 刚才 来不及 车费 都 好 心痛 这次 不开 喹 硫平 真的 没钱 只 开 阿普唑仑 7 块钱 刷 15 卡里 12 元 睡眠 很差 浙一要 几颗 阿普唑仑 张颖 找 阿普唑仑 我吐槽 浙 一只 十四颗 张颖 十四颗 吃 不 不 不 两颗 说 只 十四颗 求着 一点 问 我会 吃 也许 每周 都 下 周三 不 杭州 求 半天 终于 开 半个 月 量 在家 直言 住 精神科 不愿 家里 在家 感觉 洗衣 做饭 拖地 事情 都 理应 做 昨天 没 煮饭 说 很 久 去 打工 想 八月 初 就要 走 还要 请假 看病 没 地方 明天 去 成都 玩 逃 几天 逃 几天 几天 极力 建议 家庭治疗 妈 带 说 不 早就 医生 建议 妈 诊室 里 回家 说 一点 都 全是 心理咨询 都 瞒 不死心 病例 上 特地 建议 家庭治疗 我划 事 都 奢望 更 想
1,复诊 小 日记 87 走前 复诊 国内 白 嫖 益生菌 失败 加号 居然 13 号 简直 挂号 还 快 配 药 想要 托 莫西 汀 不 没聊 问 机票 都 买 好了吗 说 上海 医生 我家 舒必利 不 建议 吃 泌乳素 会 影响 实在 不行 加喹 硫平 排队 拿药 发现 忘记 开思 诺思 返回 门外 姐姐 聊 很 久 完药 那双 相 免费 吃 益生菌 去 问 张颖 摇头 说 打电话 问问 聊 很 好 测评 符合 入组 等到 下午 一点半 医生 上班 验血 做 磁共振 磁共振 不行 暴露 只 想 白 嫖 益生菌 啊啊啊 本来 不 符合 吃 一个多月 益生菌 医生 没 问 有没有 吃 益生菌 只 问 有没有 喝 酸奶 白等 一个 中午 家里 益生菌 还 够 吃 好 一段时间 中午 还 过意不去 单纯 骗 两个 月 益生菌 希望 课题 没太多 影响 还 想着 回来 做 测评 临时 说 没空 下午 就算 算了 肠胃 好 行 不 指望 益生菌 改善 认知
1,复诊 小 日记 87 走前 复诊 国内 白 嫖 益生菌 失败 加号 居然 13 号 简直 挂号 还 快 配 药 想要 托 莫西 汀 不 没聊 问 机票 都 买 好了吗 说 上海 医生 我家 舒必利 不 建议 吃 泌乳素 会 影响 实在 不行 加喹 硫平 排队 拿药 发现 忘记 开思 诺思 返回 门外 姐姐 聊 很 久 完药 那双 相 免费 吃 益生菌 去 问 张颖 摇头 说 打电话 问问 聊 很 好 测评 符合 入组 等到 下午 一点半 医生 上班 验血 做 磁共振 磁共振 不行 暴露 只 想 白 嫖 益生菌 啊啊啊 本来 不 符合 吃 一个多月 益生菌 医生 没 问 有没有 吃 益生菌 只 问 有没有 喝 酸奶 白等 一个 中午 家里 益生菌 还 够 吃 好 一段时间 中午 还 过意不去 单纯 骗 两个 月 益生菌 希望 课题 没太多 影响 还 想着 回来 做 测评 临时 说 没空 下午 就算 算了 肠胃 好 行 不 指望 益生菌 改善 认知
1,复诊 小 日记 726 上次 有人 评论 说 喜欢 看 复诊 小 日记 挺 感动 早早 更 病友 见了面 喝 奶茶 挺 久 没 聊 感觉 很 匆忙 有种 想 走 感觉 说 上周 跑 医院 前 几天 还 做 胃镜 消化科 医生 说 情绪 很差 张颖 说 还 不差 都 家里 支持 温暖 想 逃离 经济 束缚 还 说 减 药 都 挺 好 说 情绪 最差 不至于 上吐下泻 但颖姐 情绪 躯体 症状 胃癌 疯 实质性 器官 病变 还 能治 检查 都 好 感觉 复发 至少 两个 科室 药 四五个 回去 找 有没有 免费 心理咨询 学校 里 免费 做 说 门诊 没 时间 讨论 问 加药 拒绝 反正 快回去 开 药要 普奈 洛尔 说 喝咖啡 心率 快 喝 奶茶 太贵 委屈 巴巴 奶茶 下次 做 想要 点 安眠药 不 说 药物滥用 单子 不 写 吃 真的 没 好 下 下周一 还 去
1,复诊 小 日记 726 上次 有人 评论 说 喜欢 看 复诊 小 日记 挺 感动 早早 更 病友 见了面 喝 奶茶 挺 久 没 聊 感觉 很 匆忙 有种 想 走 感觉 说 上周 跑 医院 前 几天 还 做 胃镜 消化科 医生 说 情绪 很差 张颖 说 还 不差 都 家里 支持 温暖 想 逃离 经济 束缚 还 说 减 药 都 挺 好 说 情绪 最差 不至于 上吐下泻 但颖姐 情绪 躯体 症状 胃癌 疯 实质性 器官 病变 还 能治 检查 都 好 感觉 复发 至少 两个 科室 药 四五个 回去 找 有没有 免费 心理咨询 学校 里 免费 做 说 门诊 没 时间 讨论 问 加药 拒绝 反正 快回去 开 药要 普奈 洛尔 说 喝咖啡 心率 快 喝 奶茶 太贵 委屈 巴巴 奶茶 下次 做 想要 点 安眠药 不 说 药物滥用 单子 不 写 吃 真的 没 好 下 下周一 还 去
